Location,Tournament,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,AvgW,AvgL,target
63,127,2,1,2,0,3,510,693,7.0,205.0,4005.0,237.0,1.05,10.74,1
81,108,3,1,2,0,1,49,592,28.0,73.0,1570.0,750.0,1.6,2.34,1
53,17,2,1,2,0,3,414,466,75.0,136.0,748.0,457.0,1.27,3.82,1
43,50,0,1,0,1,1,677,760,116.0,53.0,556.0,911.0,1.83,1.96,1
7,4,0,1,2,1,1,96,200,55.0,33.0,934.0,1324.0,2.2,1.66,0
99,134,0,1,2,0,1,22,331,48.0,63.0,983.0,853.0,1.72,2.1,0
72,40,0,1,0,0,2,101,358,129.0,95.0,474.0,608.0,1.47,2.65,1
6,18,0,1,2,0,2,475,647,101.0,116.0,598.0,523.0,2.8,1.42,0
68,47,2,1,0,0,3,422,53,36.0,56.0,1651.0,1166.0,3.79,1.27,0
52,90,0,0,2,4,1,651,306,35.0,17.0,1376.0,2625.0,3.02,1.37,0
67,15,0,0,2,1,1,458,719,45.0,61.0,1166.0,965.0,1.48,2.62,1
93,35,0,1,0,0,2,254,720,87.0,57.0,600.0,815.0,3.35,1.32,0
74,64,3,1,0,7,2,493,165,3.0,1.0,7525.0,16550.0,2.78,1.44,1
51,55,0,1,0,1,1,322,164,329.0,55.0,134.0,971.0,7.07,1.09,0
40,126,0,1,0,4,2,324,719,29.0,31.0,1380.0,1325.0,3.05,1.37,1
48,85,3,1,0,4,2,629,187,43.0,22.0,1128.0,1757.0,2.74,1.46,1
85,115,0,0,2,0,1,222,596,28.0,72.0,1785.0,928.0,1.78,2.02,1
36,53,1,1,1,1,2,208,322,3.0,64.0,6745.0,787.0,1.03,12.32,1
68,47,2,1,0,0,4,235,58,12.0,57.0,2725.0,825.0,1.15,5.26,1
61,19,0,1,0,7,1,662,222,28.0,15.0,1388.0,2450.0,2.1,1.72,1
56,79,3,1,2,3,1,592,121,8.0,45.0,5101.0,1373.0,1.09,7.24,1
68,47,2,1,0,1,4,496,5,7.0,154.0,4570.0,335.0,1.06,9.0,1
23,131,3,1,2,1,1,306,534,33.0,13.0,1258.0,2525.0,2.59,1.5,0
9,23,1,1,0,1,1,592,226,7.0,138.0,5955.0,534.0,1.04,11.28,1
34,54,0,0,2,7,1,353,592,47.0,9.0,985.0,3480.0,2.84,1.42,0
84,48,0,0,2,6,2,47,163,87.0,13.0,630.0,2765.0,7.63,1.09,0
96,32,1,1,2,1,2,747,552,75.0,49.0,660.0,915.0,2.34,1.58,0
68,47,2,1,0,0,3,142,678,133.0,69.0,418.0,757.0,1.46,2.72,0
56,113,3,1,2,0,1,766,369,75.0,255.0,711.0,184.0,2.05,1.78,1
29,38,1,1,2,1,2,553,129,15.0,124.0,2261.0,467.0,1.42,2.8,1
41,21,3,1,2,0,2,383,286,68.0,168.0,733.0,336.0,2.22,1.64,0
26,36,0,0,2,1,1,659,524,231.0,23.0,269.0,1846.0,3.88,1.25,0
81,108,3,1,2,0,1,733,485,236.0,50.0,243.0,1073.0,2.11,1.71,1
53,17,2,1,2,0,3,252,80,82.0,63.0,802.0,979.0,3.19,1.35,0
97,133,0,1,2,1,1,493,679,114.0,51.0,730.0,1287.0,2.07,1.74,0
41,21,3,1,2,3,2,677,472,9.0,11.0,3375.0,3280.0,2.01,1.79,1
64,57,0,1,1,6,1,96,262,83.0,98.0,675.0,576.0,2.6,1.5,1
53,56,0,1,2,2,1,642,53,36.0,58.0,1464.0,1055.0,1.26,3.75,1
56,113,3,1,2,1,2,374,332,68.0,21.0,755.0,1840.0,1.86,1.92,0
76,105,0,1,2,6,1,498,516,69.0,130.0,744.0,419.0,1.36,3.12,1
10,119,1,0,2,0,1,305,25,62.0,9.0,784.0,3315.0,4.5,1.2,0
73,102,1,1,0,0,1,383,618,80.0,38.0,648.0,1010.0,1.6,2.3,1
56,79,3,1,2,2,1,337,642,22.0,31.0,2200.0,1789.0,2.29,1.63,0
25,34,0,1,0,0,1,7,131,52.0,93.0,946.0,638.0,1.5,2.54,0
74,64,3,1,0,1,2,208,765,2.0,44.0,7525.0,975.0,1.28,3.57,1
75,0,1,0,2,0,2,691,374,22.0,53.0,1580.0,828.0,1.53,2.46,1
60,69,0,0,2,1,1,336,114,49.0,66.0,1023.0,860.0,2.18,1.67,0
46,70,0,1,2,0,1,298,313,110.0,114.0,569.0,560.0,2.52,1.51,0
56,113,3,1,2,0,1,490,270,61.0,84.0,845.0,662.0,1.9,1.9,1
30,39,0,1,1,7,1,90,222,149.0,5.0,405.0,4635.0,3.64,1.28,0
45,132,2,1,1,0,4,540,365,82.0,147.0,710.0,385.0,1.62,2.31,1
61,19,1,1,0,0,1,488,765,40.0,3.0,1378.0,7595.0,5.07,1.17,0
53,17,2,1,2,0,4,522,720,174.0,50.0,296.0,840.0,5.04,1.16,1
77,30,0,0,0,4,1,153,593,86.0,410.0,851.0,102.0,1.51,2.54,1
31,81,0,1,0,0,2,579,5,317.0,174.0,146.0,290.0,7.11,1.09,0
87,78,0,1,1,1,2,121,660,13.0,129.0,2605.0,449.0,1.46,2.66,0
58,93,0,0,2,0,1,667,632,194.0,59.0,315.0,885.0,3.08,1.36,0
37,44,0,1,0,1,1,348,696,59.0,4.0,1153.0,8150.0,6.42,1.11,0
84,112,0,0,2,4,1,104,235,82.0,49.0,813.0,1075.0,3.04,1.38,0
2,9,0,1,2,6,1,484,577,115.0,58.0,643.0,1057.0,1.73,2.11,0
0,104,0,1,1,1,1,307,382,32.0,195.0,1640.0,279.0,1.55,2.43,0
41,21,3,1,2,2,1,595,213,9.0,43.0,3405.0,1078.0,1.42,2.88,1
75,0,1,0,2,4,2,63,472,7.0,21.0,4660.0,1565.0,1.32,3.3,1
55,94,0,0,2,0,2,434,347,89.0,35.0,593.0,1125.0,1.78,1.99,0
76,105,0,1,2,0,1,47,651,34.0,23.0,1578.0,2097.0,2.07,1.74,0
15,26,0,1,2,1,2,147,569,209.0,24.0,245.0,1795.0,4.4,1.2,1
45,132,2,1,1,2,4,731,552,111.0,56.0,483.0,870.0,2.85,1.41,0
93,35,0,1,0,1,1,551,517,90.0,52.0,655.0,889.0,2.24,1.64,1
56,79,3,1,2,1,1,101,498,53.0,32.0,1051.0,1500.0,3.35,1.32,0
33,51,0,1,0,0,1,367,678,79.0,69.0,671.0,757.0,2.29,1.61,1
9,23,1,1,0,1,1,679,618,65.0,9.0,1030.0,3720.0,3.2,1.35,0
73,102,1,1,0,4,1,419,677,128.0,4.0,413.0,7045.0,6.51,1.11,1
41,21,3,1,2,1,1,494,524,56.0,17.0,1000.0,2156.0,2.84,1.43,0
68,47,2,1,0,1,4,553,58,17.0,61.0,2320.0,827.0,1.31,3.44,1
29,38,1,1,2,0,1,49,662,12.0,34.0,2360.0,1270.0,1.27,3.7,0
48,85,3,1,0,1,1,511,595,60.0,22.0,1052.0,2340.0,6.3,1.12,0
53,17,2,1,2,1,3,534,142,35.0,32.0,1160.0,1325.0,1.49,2.63,1
37,44,0,1,0,0,1,228,213,67.0,71.0,808.0,796.0,2.55,1.5,0
68,47,2,1,0,2,3,750,313,131.0,26.0,475.0,1616.0,2.38,1.59,1
27,37,0,1,2,0,2,10,152,75.0,42.0,680.0,1020.0,3.89,1.25,0
96,32,1,1,2,0,1,406,367,92.0,103.0,832.0,778.0,2.51,1.52,0
95,129,1,0,2,1,1,472,679,89.0,14.0,682.0,2400.0,1.84,1.95,0
53,17,2,1,2,3,3,765,629,3.0,14.0,7970.0,2593.0,1.23,4.18,0
56,79,3,1,2,2,1,139,596,97.0,54.0,583.0,866.0,2.43,1.55,0
78,25,0,0,0,1,2,124,568,225.0,22.0,237.0,1850.0,3.88,1.26,0
53,17,2,1,2,1,3,631,102,20.0,182.0,2280.0,317.0,1.31,3.45,1
20,55,0,1,0,0,2,322,246,89.0,95.0,591.0,571.0,2.87,1.4,0
71,99,1,1,1,1,1,177,4,31.0,2.0,1371.0,8580.0,3.3,1.32,1
5,44,0,0,2,1,2,140,129,120.0,198.0,518.0,275.0,1.6,2.3,0
45,132,2,1,1,4,3,199,443,43.0,3.0,976.0,5890.0,5.4,1.16,0
6,18,0,1,2,0,2,657,330,89.0,127.0,670.0,470.0,1.5,2.49,0
95,42,0,0,2,1,2,332,657,20.0,66.0,1575.0,755.0,1.36,3.04,1
10,119,1,0,2,4,1,592,631,7.0,23.0,4150.0,2010.0,1.71,2.11,0
51,55,0,1,0,4,2,720,232,55.0,38.0,840.0,1115.0,2.45,1.55,1
73,102,1,1,0,0,2,197,338,138.0,86.0,412.0,660.0,3.19,1.35,0
56,79,3,1,2,4,1,592,353,8.0,87.0,5101.0,865.0,1.19,4.65,1
68,47,2,1,0,0,3,596,376,67.0,494.0,783.0,85.0,1.14,5.86,0
63,127,2,1,2,1,3,324,62,64.0,65.0,825.0,809.0,1.76,2.07,0
73,102,1,1,0,4,1,626,513,82.0,23.0,708.0,1680.0,3.05,1.36,0
74,64,3,1,0,2,1,165,733,1.0,361.0,8260.0,119.0,1.05,10.05,1
97,133,0,1,2,0,1,320,15,69.0,71.0,865.0,847.0,1.36,3.12,0
1,5,1,1,2,1,2,163,747,26.0,79.0,1375.0,672.0,1.24,4.01,1
33,51,0,1,0,1,2,269,121,76.0,11.0,726.0,2715.0,2.1,1.71,0
56,79,3,1,2,0,1,511,125,71.0,63.0,778.0,865.0,1.65,2.21,0
63,127,2,1,2,0,3,502,494,385.0,60.0,115.0,1081.0,2.88,1.42,0
9,23,1,1,0,0,1,185,29,65.0,35.0,899.0,1540.0,3.55,1.3,0
55,94,0,0,2,4,1,472,47,20.0,36.0,2233.0,1556.0,1.52,2.5,1
11,111,0,1,0,7,2,216,235,15.0,29.0,2030.0,1465.0,1.83,1.99,1
92,75,4,0,2,7,1,165,642,1.0,4.0,11445.0,5490.0,1.55,2.48,1
86,116,0,0,2,1,1,513,331,14.0,45.0,2490.0,1015.0,1.38,3.0,1
23,131,3,1,2,0,2,210,324,31.0,37.0,1345.0,1170.0,1.73,2.09,1
56,113,3,1,2,1,2,719,180,34.0,97.0,1180.0,567.0,1.37,2.99,1
68,47,2,1,0,4,3,765,4,3.0,6.0,7075.0,4648.0,3.97,1.25,1
95,129,1,0,2,1,1,337,393,16.0,31.0,2340.0,1357.0,1.51,2.54,1
75,0,1,0,2,0,1,719,186,26.0,45.0,1455.0,1001.0,1.33,3.34,1
88,120,0,1,2,0,2,185,662,30.0,53.0,1391.0,898.0,1.91,1.88,1
68,20,3,0,2,0,1,422,307,43.0,10.0,991.0,3220.0,4.2,1.22,0
81,108,3,1,2,1,1,25,488,22.0,74.0,2170.0,748.0,1.27,3.65,0
91,27,3,1,2,1,1,592,439,7.0,59.0,4595.0,870.0,1.24,3.99,0
53,17,2,1,2,0,3,22,494,39.0,15.0,1305.0,2600.0,2.39,1.57,0
52,90,0,0,2,1,2,640,359,66.0,36.0,790.0,1320.0,1.65,2.23,0
2,9,0,1,2,7,1,350,577,145.0,58.0,480.0,1057.0,1.85,1.96,1
11,111,0,1,0,0,1,185,595,95.0,65.0,593.0,869.0,3.13,1.36,1
46,6,0,1,2,0,1,259,262,492.0,103.0,13.0,547.0,7.55,1.09,0
68,47,2,1,0,0,3,349,233,86.0,19.0,729.0,2090.0,5.43,1.15,0
55,94,0,0,2,1,1,359,719,49.0,35.0,1018.0,1265.0,1.92,1.87,1
45,132,2,1,1,0,4,102,3,12.0,98.0,2145.0,586.0,1.39,3.0,0
90,100,1,1,2,1,2,733,315,4.0,127.0,6005.0,444.0,1.1,6.61,1
2,9,0,1,2,4,1,350,336,110.0,28.0,522.0,1420.0,1.65,2.22,1
41,21,3,1,2,2,1,426,626,58.0,65.0,914.0,820.0,2.16,1.69,1
87,78,0,1,1,0,1,468,121,262.0,47.0,232.0,1388.0,8.0,1.08,0
35,118,0,1,0,0,1,529,745,92.0,131.0,601.0,420.0,2.55,1.5,0
7,4,0,1,2,0,2,31,345,55.0,324.0,817.0,148.0,1.76,2.02,0
85,115,0,0,2,6,1,733,347,88.0,65.0,650.0,823.0,1.44,2.82,0
82,109,0,1,2,0,1,315,139,184.0,74.0,304.0,743.0,2.48,1.55,0
31,81,0,1,0,4,2,102,489,64.0,45.0,755.0,983.0,1.5,2.54,1
41,21,3,1,2,1,2,568,185,24.0,67.0,1640.0,754.0,1.92,1.86,1
15,26,0,1,2,0,1,728,679,93.0,18.0,636.0,2585.0,3.93,1.24,0
77,30,0,0,0,0,1,233,42,83.0,111.0,710.0,563.0,1.41,2.86,0
74,64,3,1,0,1,2,163,216,11.0,31.0,3075.0,1215.0,1.51,2.51,0
68,47,2,1,0,3,3,223,592,63.0,12.0,877.0,2614.0,4.26,1.23,0
29,38,1,1,2,1,1,96,443,46.0,7.0,935.0,3320.0,5.62,1.14,0
81,108,3,1,2,0,1,760,235,60.0,63.0,872.0,860.0,1.61,2.31,1
73,102,1,1,0,6,1,29,110,30.0,22.0,1415.0,1685.0,1.56,2.39,1
53,17,2,1,2,0,4,132,458,46.0,122.0,1036.0,476.0,1.73,2.09,0
0,125,0,1,1,0,2,167,315,70.0,105.0,743.0,552.0,1.35,3.11,0
18,14,0,1,0,6,1,540,108,50.0,18.0,930.0,1870.0,2.59,1.51,0
86,116,0,0,2,0,1,119,222,27.0,56.0,1630.0,913.0,1.81,2.02,1
21,28,0,1,2,1,1,257,96,174.0,27.0,346.0,1650.0,3.09,1.36,0
84,48,0,0,2,6,2,49,250,16.0,11.0,2190.0,2930.0,1.96,1.83,0
37,52,1,1,0,1,1,765,153,5.0,67.0,4325.0,846.0,1.3,3.54,1
23,131,3,1,2,6,2,121,165,7.0,10.0,4085.0,3445.0,2.67,1.49,0
56,79,3,1,2,0,1,200,651,43.0,53.0,1066.0,955.0,2.24,1.64,1
56,79,3,1,2,1,1,307,367,37.0,123.0,1645.0,608.0,1.41,2.9,1
83,110,0,0,2,0,1,327,134,143.0,156.0,500.0,454.0,2.63,1.48,0
40,126,0,1,0,0,2,220,678,108.0,99.0,531.0,611.0,1.66,2.21,1
9,92,1,1,0,4,1,443,320,14.0,81.0,2505.0,675.0,1.27,3.79,1
63,127,2,1,2,1,3,552,569,94.0,18.0,642.0,1950.0,5.15,1.16,1
45,132,2,1,1,1,3,510,678,53.0,78.0,1183.0,902.0,1.23,4.21,0
2,7,0,1,2,1,1,313,609,20.0,101.0,1770.0,553.0,1.55,2.42,1
21,28,0,1,2,6,2,540,30,72.0,113.0,712.0,495.0,1.69,2.17,0
78,25,0,0,0,0,2,101,153,79.0,65.0,683.0,825.0,2.41,1.57,0
87,117,0,1,1,0,1,511,680,78.0,68.0,787.0,888.0,2.71,1.45,0
68,20,3,0,2,0,1,697,569,256.0,21.0,210.0,1810.0,2.18,1.7,0
0,104,0,1,1,4,1,709,236,205.0,66.0,298.0,912.0,1.99,1.82,1
23,131,3,1,2,0,2,363,529,244.0,41.0,206.0,1085.0,3.62,1.28,1
86,116,0,0,2,0,2,30,254,91.0,83.0,580.0,643.0,1.66,2.21,1
35,118,0,1,0,0,2,314,46,97.0,139.0,611.0,418.0,1.26,3.7,0
18,14,0,1,0,0,2,437,540,37.0,71.0,1070.0,730.0,1.48,2.62,1
41,21,3,1,2,0,1,306,593,42.0,86.0,1178.0,750.0,1.82,1.98,0
60,69,0,0,2,0,1,587,405,152.0,51.0,350.0,1017.0,2.21,1.66,1
18,14,0,1,0,1,1,164,670,112.0,27.0,525.0,1705.0,1.53,2.46,1
33,51,0,1,0,6,2,324,223,47.0,60.0,1065.0,884.0,1.91,1.9,0
68,47,2,1,0,0,3,353,438,28.0,122.0,1565.0,522.0,1.19,4.71,1
53,17,2,1,2,1,3,208,359,3.0,41.0,6590.0,1158.0,1.03,14.08,1
23,131,3,1,2,0,2,720,332,52.0,44.0,910.0,1045.0,2.16,1.69,0
12,31,1,1,2,1,2,383,140,78.0,73.0,652.0,691.0,2.03,1.78,0
58,93,0,0,2,0,2,254,669,137.0,190.0,431.0,281.0,1.25,3.94,0
41,21,3,1,2,0,1,235,251,43.0,121.0,955.0,475.0,2.32,1.61,1
53,17,2,1,2,0,3,553,370,31.0,56.0,1245.0,890.0,1.6,2.37,1
18,14,0,1,0,0,2,522,507,186.0,70.0,269.0,693.0,2.47,1.52,1
45,132,2,1,1,0,3,439,96,54.0,26.0,855.0,1354.0,2.76,1.45,0
56,79,3,1,2,1,1,569,678,19.0,60.0,2450.0,1104.0,1.19,4.64,1
23,131,3,1,2,0,1,631,199,40.0,29.0,1060.0,1348.0,1.76,2.06,1
96,32,1,1,2,1,1,439,529,107.0,49.0,770.0,1340.0,1.45,2.72,1
96,32,1,1,2,0,2,62,412,86.0,76.0,586.0,649.0,2.25,1.62,1
90,100,1,1,2,0,1,350,132,91.0,28.0,592.0,1405.0,2.72,1.45,0
63,127,2,1,2,0,3,655,455,341.0,49.0,145.0,1115.0,4.2,1.23,0
6,18,0,1,2,4,2,379,513,18.0,73.0,1935.0,753.0,1.22,4.33,0
71,99,1,1,1,7,1,406,640,113.0,38.0,507.0,1190.0,1.56,2.43,1
53,17,2,1,2,3,3,383,765,27.0,7.0,1785.0,5615.0,9.75,1.06,0
9,23,1,1,0,7,1,4,102,11.0,19.0,3330.0,2015.0,1.6,2.35,1
51,55,0,1,0,0,1,200,15,26.0,73.0,1557.0,852.0,2.24,1.64,0
93,35,0,1,0,1,1,235,242,59.0,177.0,1139.0,408.0,1.51,2.55,1
11,111,0,1,0,0,2,246,140,69.0,67.0,727.0,731.0,1.47,2.61,0
71,99,1,1,1,0,1,96,114,39.0,59.0,1591.0,1133.0,2.09,1.73,1
52,90,0,0,2,4,1,307,414,8.0,66.0,3540.0,838.0,1.36,3.07,1
41,21,3,1,2,0,1,96,742,46.0,175.0,935.0,333.0,1.28,3.65,0
58,93,0,0,2,4,1,132,134,23.0,51.0,1770.0,857.0,1.36,3.07,0
75,0,1,0,2,0,2,472,585,21.0,135.0,1565.0,400.0,1.25,3.78,1
74,64,3,1,0,0,1,432,642,40.0,13.0,1095.0,3060.0,4.92,1.18,0
58,93,0,0,2,0,1,235,306,75.0,40.0,852.0,1318.0,2.8,1.43,1
87,78,0,1,1,4,1,493,696,68.0,5.0,890.0,6100.0,2.3,1.61,1
48,85,3,1,0,2,1,25,453,35.0,74.0,1240.0,766.0,1.9,1.9,1
91,103,3,1,2,6,2,733,510,5.0,6.0,4720.0,4290.0,1.62,2.25,0
97,133,0,1,2,2,2,623,662,86.0,56.0,626.0,883.0,2.01,1.79,0
25,34,0,1,0,1,1,216,53,15.0,65.0,2225.0,760.0,1.49,2.63,0
23,131,3,1,2,2,2,10,208,15.0,3.0,1955.0,8065.0,6.41,1.11,0
65,95,0,1,0,1,2,222,640,72.0,18.0,744.0,1945.0,4.27,1.21,0
75,0,1,0,2,0,2,61,114,28.0,34.0,1355.0,1150.0,1.99,1.78,0
28,97,0,1,2,0,1,200,114,28.0,54.0,1794.0,1110.0,1.69,2.16,1
70,122,0,1,2,7,2,10,640,14.0,89.0,2480.0,610.0,1.45,2.75,0
18,14,0,1,0,0,1,153,111,86.0,181.0,851.0,392.0,1.6,2.34,1
28,97,0,1,2,0,1,68,49,54.0,24.0,932.0,1605.0,3.23,1.35,0
55,94,0,0,2,1,1,651,592,51.0,9.0,1046.0,3720.0,3.45,1.3,0
23,131,3,1,2,0,2,313,560,9.0,34.0,3570.0,1225.0,1.53,2.54,0
68,47,2,1,0,2,3,642,746,19.0,105.0,2500.0,776.0,1.13,6.16,1
47,71,0,1,0,0,1,697,534,72.0,53.0,969.0,1155.0,3.77,1.26,0
48,85,3,1,0,0,2,719,765,35.0,19.0,1120.0,2165.0,2.37,1.58,0
2,8,0,1,2,1,1,165,276,5.0,64.0,4820.0,767.0,1.02,14.1,1
68,47,2,1,0,2,3,592,10,12.0,118.0,2614.0,510.0,1.21,4.42,1
45,132,2,1,1,0,3,733,596,88.0,47.0,674.0,936.0,3.21,1.35,1
56,113,3,1,2,2,1,163,678,29.0,77.0,1300.0,708.0,1.41,2.94,0
48,85,3,1,0,1,1,393,632,37.0,96.0,1046.0,610.0,1.4,2.93,0
4,11,0,0,2,1,1,662,264,37.0,250.0,1450.0,220.0,1.2,4.54,1
90,100,1,1,2,0,1,147,284,25.0,99.0,1520.0,574.0,1.18,4.77,0
5,44,0,0,2,7,1,733,493,18.0,243.0,1670.0,192.0,1.52,2.52,0
9,23,1,1,0,1,1,163,131,23.0,52.0,1728.0,981.0,1.45,2.74,1
59,27,3,1,2,0,1,353,552,18.0,610.0,2270.0,53.0,1.07,9.02,1
62,86,0,1,2,7,1,68,494,16.0,24.0,2315.0,1516.0,1.92,1.88,0
52,90,0,0,2,1,2,269,114,13.0,35.0,2330.0,1150.0,1.89,1.86,0
55,94,0,0,2,1,1,223,3,43.0,107.0,1047.0,493.0,1.34,3.28,0
41,21,3,1,2,0,2,587,422,50.0,60.0,897.0,800.0,1.67,2.17,0
27,37,0,1,2,1,1,524,152,56.0,4.0,883.0,5060.0,2.57,1.51,0
65,95,0,1,0,7,2,437,677,24.0,42.0,1487.0,995.0,2.07,1.74,0
90,100,1,1,2,1,2,250,720,14.0,52.0,2390.0,863.0,1.38,2.99,1
4,11,0,1,1,0,2,65,691,80.0,40.0,654.0,1000.0,4.08,1.24,1
87,78,0,1,1,0,1,583,348,142.0,59.0,530.0,1134.0,4.45,1.2,1
59,27,3,1,2,0,1,337,160,22.0,141.0,1830.0,436.0,1.47,2.69,1
56,79,3,1,2,4,1,199,443,119.0,5.0,479.0,4330.0,11.43,1.04,0
68,47,2,1,0,4,3,733,208,28.0,3.0,1365.0,5950.0,3.08,1.38,0
68,47,2,1,0,0,4,60,472,306.0,37.0,166.0,1220.0,5.18,1.17,0
86,116,0,0,2,0,2,129,662,74.0,49.0,703.0,933.0,2.0,1.8,0
70,72,0,1,2,4,1,80,359,60.0,54.0,781.0,845.0,1.53,2.48,1
68,47,2,1,0,2,3,592,233,7.0,37.0,3945.0,1168.0,1.25,3.98,1
53,17,2,1,2,2,3,628,4,140.0,2.0,435.0,8855.0,15.24,1.02,0
40,126,0,1,0,0,1,199,298,117.0,82.0,515.0,769.0,1.97,1.83,1
47,71,0,1,0,0,1,642,331,17.0,25.0,2500.0,2245.0,1.65,2.23,1
82,109,0,1,2,6,2,580,63,30.0,5.0,1210.0,5050.0,4.31,1.21,0
28,97,0,1,2,4,1,49,733,24.0,66.0,1605.0,785.0,2.1,1.75,1
23,131,3,1,2,0,1,493,235,324.0,56.0,120.0,930.0,2.39,1.58,0
5,44,0,0,2,0,1,484,284,74.0,90.0,838.0,748.0,2.56,1.51,0
83,110,0,0,2,1,1,186,458,316.0,39.0,151.0,1421.0,4.02,1.24,1
45,132,2,1,1,2,4,691,93,24.0,102.0,1494.0,509.0,1.42,2.83,1
97,133,0,1,2,1,1,560,101,46.0,76.0,1035.0,787.0,1.27,3.8,1
63,127,2,1,2,2,3,90,4,43.0,4.0,1027.0,5100.0,4.24,1.23,0
0,125,0,1,1,4,2,422,332,55.0,28.0,860.0,1360.0,2.54,1.5,0
53,17,2,1,2,2,3,443,359,4.0,33.0,8715.0,1673.0,1.05,10.07,1
11,88,0,1,0,0,1,233,354,106.0,60.0,590.0,821.0,2.01,1.77,0
45,132,2,1,1,2,4,439,540,103.0,82.0,554.0,710.0,2.23,1.67,1
33,51,0,1,0,1,1,101,163,1125.0,33.0,841.0,58.0,2.95,1.39,0
18,14,0,1,0,0,1,383,29,90.0,36.0,591.0,1125.0,2.69,1.46,1
68,47,2,1,0,2,3,208,595,3.0,63.0,5950.0,810.0,1.12,6.4,1
45,132,2,1,1,1,3,631,164,36.0,60.0,1094.0,820.0,1.55,2.48,0
86,116,0,0,2,6,1,629,25,18.0,11.0,2348.0,3263.0,2.29,1.62,1
46,70,0,1,2,1,1,355,513,129.0,13.0,476.0,2610.0,4.45,1.2,1
71,98,1,1,1,0,1,524,703,75.0,53.0,808.0,1036.0,1.17,5.04,1
74,64,3,1,0,6,1,595,165,34.0,1.0,1359.0,10860.0,5.05,17.0,0
21,28,0,1,2,0,2,743,475,321.0,126.0,149.0,457.0,1.73,2.09,0
56,113,3,1,2,0,2,220,262,134.0,73.0,430.0,714.0,2.7,1.45,0
45,132,2,1,1,0,4,464,489,119.0,60.0,459.0,915.0,3.7,1.28,0
56,79,3,1,2,1,1,233,29,82.0,33.0,672.0,1170.0,1.56,2.4,1
60,69,0,0,2,1,2,553,246,70.0,95.0,715.0,570.0,1.59,2.32,1
71,99,1,1,1,4,1,353,513,32.0,13.0,1175.0,2565.0,1.85,1.94,1
57,83,3,1,0,1,1,165,642,1.0,22.0,11963.0,2369.0,1.33,3.31,1
93,35,0,1,0,1,1,642,490,10.0,59.0,3185.0,809.0,1.4,2.89,1
42,65,0,1,0,1,2,691,184,71.0,121.0,755.0,452.0,2.54,1.52,0
59,103,3,1,2,2,2,765,379,8.0,24.0,3560.0,1680.0,2.02,1.79,1
56,79,3,1,2,1,1,629,696,126.0,11.0,505.0,3255.0,2.79,1.43,1
71,1,1,1,1,1,2,406,114,32.0,80.0,1220.0,660.0,1.37,3.03,1
56,79,3,1,2,1,1,618,702,9.0,110.0,3640.0,716.0,1.12,6.49,1
20,55,0,1,0,4,2,274,185,58.0,87.0,851.0,598.0,1.55,2.43,0
56,113,3,1,2,3,2,10,493,17.0,4.0,1870.0,5695.0,6.27,1.11,0
45,132,2,1,1,1,3,484,599,71.0,92.0,768.0,663.0,2.32,1.62,0
56,79,3,1,2,1,1,353,655,25.0,134.0,1860.0,434.0,1.33,3.27,1
96,32,1,1,2,0,2,119,187,56.0,41.0,861.0,1013.0,2.08,1.73,0
34,54,0,0,2,1,1,396,577,63.0,56.0,805.0,852.0,1.91,1.88,0
20,55,0,1,0,1,2,15,274,64.0,58.0,770.0,851.0,1.72,2.08,0
51,55,0,1,0,0,1,331,532,124.0,115.0,475.0,497.0,1.72,2.09,0
48,85,3,1,0,1,2,163,332,12.0,22.0,2820.0,1830.0,1.32,3.39,1
21,28,0,1,2,1,1,163,712,20.0,70.0,1735.0,815.0,1.13,5.84,1
68,47,2,1,0,0,3,577,121,118.0,47.0,677.0,1388.0,2.12,1.73,0
59,103,3,1,2,1,1,696,307,5.0,48.0,4045.0,1023.0,1.43,2.83,0
90,100,1,1,2,4,1,702,524,136.0,53.0,407.0,1014.0,2.55,1.51,0
29,38,1,1,2,1,2,132,30,84.0,62.0,604.0,788.0,3.03,1.36,1
53,17,2,1,2,4,3,443,592,4.0,8.0,8715.0,4429.0,1.42,2.89,1
5,44,0,0,2,0,2,652,529,61.0,39.0,825.0,1155.0,2.24,1.64,1
35,118,0,1,0,0,1,36,139,149.0,111.0,370.0,518.0,1.91,1.88,0
59,103,3,1,2,0,1,222,307,25.0,48.0,1580.0,1023.0,1.86,1.94,0
5,44,0,0,2,4,1,307,677,11.0,132.0,3085.0,426.0,1.43,2.81,0
38,60,0,1,2,0,1,121,666,777.0,135.0,28.0,452.0,1.76,2.04,1
68,47,2,1,0,0,3,22,228,106.0,91.0,592.0,671.0,1.51,2.58,1
57,83,3,1,0,1,1,349,165,40.0,1.0,1090.0,11070.0,5.06,1.17,0
53,17,2,1,2,1,3,618,488,9.0,210.0,3480.0,305.0,1.08,8.26,1
90,100,1,1,2,0,1,662,650,37.0,133.0,1235.0,412.0,1.28,3.67,0
18,14,0,1,0,0,2,108,753,102.0,66.0,543.0,768.0,2.1,1.73,0
42,65,0,1,0,1,2,139,53,114.0,63.0,491.0,850.0,3.53,1.3,1
63,127,2,1,2,0,4,381,195,99.0,201.0,606.0,277.0,2.1,1.72,0
69,41,0,1,0,0,1,235,7,51.0,145.0,1188.0,516.0,1.65,2.22,1
37,52,1,1,0,1,1,534,592,59.0,14.0,894.0,2414.0,5.49,1.15,0
